rank,county,state,unenrolled_persons,method,n_pressured_banks,total_offices,largest_bank,largest_bank_assets_k,largest_bank_regulator,largest_bank_inv,largest_bank_svc,banks
1037,Mason,WA,4095,survey-weighted,1,2,Heritage Bank,7233406,FDIC,High Satisfactory,Low Satisfactory,"Heritage Bank(FDIC,2br,inv=High Satisfactory,svc=Low Satisfactory)"
1039,Palo Pinto,TX,4087,survey-weighted,1,2,SIMMONS BANK,26749112,FED,-,Low Satisfactory,"SIMMONS BANK(FED,2br,inv=-,svc=Low Satisfactory)"
1040,LaSalle,IL,4084,survey-weighted,1,4,MIDLAND STATES BANK,7782095,FED,Low Satisfactory,Low Satisfactory,"MIDLAND STATES BANK(FED,4br,inv=Low Satisfactory,svc=Low Satisfactory)"
1043,Vance,NC,4062,survey-weighted,1,1,Carter Bank & Trust,4446729,FDIC,Low Satisfactory,High Satisfactory,"Carter Bank & Trust(FDIC,1br,inv=Low Satisfactory,svc=High Satisfactory)"
1044,Butler,MO,4060,survey-weighted,1,1,The Bank of Missouri,2963315,FDIC,Low Satisfactory,High Satisfactory,"The Bank of Missouri(FDIC,1br,inv=Low Satisfactory,svc=High Satisfactory)"
1045,Chattooga,GA,4057,survey-weighted,1,1,REGIONS BANK,151314000,FED,-,Low Satisfactory,"REGIONS BANK(FED,1br,inv=-,svc=Low Satisfactory)"
1046,Bingham,ID,4049,survey-weighted,2,3,D. L. Evans Bank,3071088,FDIC,Low Satisfactory,High Satisfactory,"D. L. Evans Bank(FDIC,1br,inv=Low Satisfactory,svc=High Satisfactory); The Bank of Commerce(FDIC,2br,inv=Low Satisfactory,svc=High Satisfactory)"
1048,Cowley,KS,4039,survey-weighted,1,7,RCB BANK,3899432,FED,Low Satisfactory,Low Satisfactory,"RCB BANK(FED,7br,inv=Low Satisfactory,svc=Low Satisfactory)"
1050,Osage,OK,4030,survey-weighted,2,3,BancFirst,9485506,FDIC+FED,High Satisfactory,Low Satisfactory,"BancFirst(FDIC+FED,1br,inv=High Satisfactory,svc=Low Satisfactory); RCB BANK(FED,2br,inv=Low Satisfactory,svc=Low Satisfactory)"
1053,Juneau,WI,4011,survey-weighted,1,2,ONE COMMUNITY BANK,2181049,FED,Low Satisfactory,Needs to Improve,"ONE COMMUNITY BANK(FED,2br,inv=Low Satisfactory,svc=Needs to Improve)"
1054,Bell,KY,3986,survey-weighted,1,2,COMMERCIAL BANK,2238247,FED,Low Satisfactory,Low Satisfactory,"COMMERCIAL BANK(FED,2br,inv=Low Satisfactory,svc=Low Satisfactory)"
1056,Crawford,KS,3966,survey-weighted,1,1,EQUITY BANK,3862184,FED,Low Satisfactory,Low Satisfactory,"EQUITY BANK(FED,1br,inv=Low Satisfactory,svc=Low Satisfactory)"
1057,Warren,NJ,3964,survey-weighted,1,2,Unity Bank,2431532,FDIC,Low Satisfactory,High Satisfactory,"Unity Bank(FDIC,2br,inv=Low Satisfactory,svc=High Satisfactory)"
1060,Oconee,GA,3955,survey-weighted,2,2,Bank OZK,41606548,FDIC,Outstanding,Low Satisfactory,"Bank OZK(FDIC,1br,inv=Outstanding,svc=Low Satisfactory); Pinnacle Bank(FDIC,1br,inv=Low Satisfactory,svc=High Satisfactory)"
1061,Dare,NC,3947,survey-weighted,1,3,Southern Bank and Trust Company,4758607,FDIC,High Satisfactory,Low Satisfactory,"Southern Bank and Trust Company(FDIC,3br,inv=High Satisfactory,svc=Low Satisfactory)"
1070,Barton,KS,3908,survey-weighted,1,1,EQUITY BANK,3862184,FED,Low Satisfactory,Low Satisfactory,"EQUITY BANK(FED,1br,inv=Low Satisfactory,svc=Low Satisfactory)"
1072,Union,PA,3900,survey-weighted,2,4,Citizens & Northern Bank,2311213,FDIC,Low Satisfactory,Low Satisfactory,"Citizens & Northern Bank(FDIC,3br,inv=Low Satisfactory,svc=Low Satisfactory); FIRST CITIZENS COMMUNITY BANK(FED,1br,inv=Low Satisfactory,svc=-)"
1075,Halifax,NC,3861,survey-weighted,1,2,Southern Bank and Trust Company,4758607,FDIC,High Satisfactory,Low Satisfactory,"Southern Bank and Trust Company(FDIC,2br,inv=High Satisfactory,svc=Low Satisfactory)"
1076,Claiborne,TN,3857,survey-weighted,1,5,COMMERCIAL BANK,2238247,FED,Low Satisfactory,Low Satisfactory,"COMMERCIAL BANK(FED,5br,inv=Low Satisfactory,svc=Low Satisfactory)"
1077,Jefferson,WV,3856,survey-weighted,1,1,Burke & Herbert Bank & Trust Company,3563307,FDIC,Low Satisfactory,High Satisfactory,"Burke & Herbert Bank & Trust Company(FDIC,1br,inv=Low Satisfactory,svc=High Satisfactory)"
1084,Fayette,GA,3830,survey-weighted,2,4,Ameris Bank,23591556,FDIC,High Satisfactory,Low Satisfactory,"Ameris Bank(FDIC,3br,inv=High Satisfactory,svc=Low Satisfactory); Colony Bank(FDIC,1br,inv=Low Satisfactory,svc=High Satisfactory)"
1085,Herkimer,NY,3817,survey-weighted,1,2,BROOKLINE BANK,4966140,FED,Low Satisfactory,Low Satisfactory,"BROOKLINE BANK(FED,2br,inv=Low Satisfactory,svc=Low Satisfactory)"
1086,Callaway,MO,3790,survey-weighted,1,4,CENTRAL TRUST BANK THE,19551204,FED,Low Satisfactory,-,"CENTRAL TRUST BANK THE(FED,4br,inv=Low Satisfactory,svc=-)"
1088,Haralson,GA,3773,survey-weighted,1,3,Bank OZK,41606548,FDIC,Outstanding,Low Satisfactory,"Bank OZK(FDIC,3br,inv=Outstanding,svc=Low Satisfactory)"
1089,Polk,GA,3773,survey-weighted,1,2,Colony Bank,3091464,FDIC,Low Satisfactory,High Satisfactory,"Colony Bank(FDIC,2br,inv=Low Satisfactory,svc=High Satisfactory)"
1090,Noble,IN,3763,survey-weighted,2,4,Horizon Bank,7621571,FDIC,Low Satisfactory,High Satisfactory,"Horizon Bank(FDIC,1br,inv=Low Satisfactory,svc=High Satisfactory); LAKE CITY BANK(FED,3br,inv=Low Satisfactory,svc=-)"
1091,Monroe,MS,3761,survey-weighted,1,2,Community Bank of Mississippi,4608467,FDIC,Low Satisfactory,High Satisfactory,"Community Bank of Mississippi(FDIC,2br,inv=Low Satisfactory,svc=High Satisfactory)"
1092,Toombs,GA,3757,survey-weighted,1,2,Ameris Bank,23591556,FDIC,High Satisfactory,Low Satisfactory,"Ameris Bank(FDIC,2br,inv=High Satisfactory,svc=Low Satisfactory)"
1093,Texas,MO,3757,survey-weighted,1,2,SIMMONS BANK,26749112,FED,-,Low Satisfactory,"SIMMONS BANK(FED,2br,inv=-,svc=Low Satisfactory)"
1094,Hart,GA,3753,survey-weighted,1,1,Pinnacle Bank,2130759,FDIC,Low Satisfactory,High Satisfactory,"Pinnacle Bank(FDIC,1br,inv=Low Satisfactory,svc=High Satisfactory)"
1095,Shelby,KY,3749,survey-weighted,3,6,German American Bank,6144423,FDIC,Low Satisfactory,Low Satisfactory,"German American Bank(FDIC,4br,inv=Low Satisfactory,svc=Low Satisfactory); INDEPENDENCE BANK OF KENTUCKY(FED,1br,inv=-,svc=Low Satisfactory); Traditional Bank, Inc.(FDIC,1br,inv=Low Satisfactory,svc=High Satisfactory)"
1097,Blaine,ID,3742,survey-weighted,1,3,D. L. Evans Bank,3071088,FDIC,Low Satisfactory,High Satisfactory,"D. L. Evans Bank(FDIC,3br,inv=Low Satisfactory,svc=High Satisfactory)"
1098,Boone,AR,3741,survey-weighted,3,6,Bank OZK,41606548,FDIC,Outstanding,Low Satisfactory,"Bank OZK(FDIC,2br,inv=Outstanding,svc=Low Satisfactory); EQUITY BANK(FED,2br,inv=Low Satisfactory,svc=Low Satisfactory); First Community Bank(FDIC,2br,inv=High Satisfactory,svc=Low Satisfactory)"
1103,Tate,MS,3702,survey-weighted,1,3,BANKFIRST FINANCIAL SERVICES,2666230,FED,Low Satisfactory,-,"BANKFIRST FINANCIAL SERVICES(FED,3br,inv=Low Satisfactory,svc=-)"
1104,De Soto Parish,LA,3702,survey-weighted,1,1,Red River Bank,3166822,FDIC,Low Satisfactory,High Satisfactory,"Red River Bank(FDIC,1br,inv=Low Satisfactory,svc=High Satisfactory)"
1108,Mecklenburg,VA,3681,survey-weighted,1,2,Carter Bank & Trust,4446729,FDIC,Low Satisfactory,High Satisfactory,"Carter Bank & Trust(FDIC,2br,inv=Low Satisfactory,svc=High Satisfactory)"
1109,Mayes,OK,3677,survey-weighted,2,5,BancFirst,9485506,FDIC+FED,High Satisfactory,Low Satisfactory,"BancFirst(FDIC+FED,2br,inv=High Satisfactory,svc=Low Satisfactory); RCB BANK(FED,3br,inv=Low Satisfactory,svc=Low Satisfactory)"
1112,Ware,GA,3667,survey-weighted,1,2,Ameris Bank,23591556,FDIC,High Satisfactory,Low Satisfactory,"Ameris Bank(FDIC,2br,inv=High Satisfactory,svc=Low Satisfactory)"
1113,Buffalo,NE,3667,survey-weighted,2,4,CORNERSTONE BANK,2687176,FED,-,Low Satisfactory,"CORNERSTONE BANK(FED,1br,inv=-,svc=Low Satisfactory); FIVE POINTS BANK(FED,3br,inv=Low Satisfactory,svc=-)"
1116,Murray,GA,3661,survey-weighted,1,1,Bank OZK,41606548,FDIC,Outstanding,Low Satisfactory,"Bank OZK(FDIC,1br,inv=Outstanding,svc=Low Satisfactory)"
1117,Warrick,IN,3657,survey-weighted,2,3,German American Bank,6144423,FDIC,Low Satisfactory,Low Satisfactory,"German American Bank(FDIC,1br,inv=Low Satisfactory,svc=Low Satisfactory); Banterra Bank(FDIC,2br,inv=Low Satisfactory,svc=Low Satisfactory)"
1118,Calloway,KY,3651,survey-weighted,2,3,REGIONS BANK,151314000,FED,-,Low Satisfactory,"REGIONS BANK(FED,1br,inv=-,svc=Low Satisfactory); INDEPENDENCE BANK OF KENTUCKY(FED,2br,inv=-,svc=Low Satisfactory)"
1119,Blount,AL,3646,survey-weighted,1,1,REGIONS BANK,151314000,FED,-,Low Satisfactory,"REGIONS BANK(FED,1br,inv=-,svc=Low Satisfactory)"
1123,Jim Wells,TX,3630,survey-weighted,1,1,Prosperity Bank,38274790,FDIC,High Satisfactory,Low Satisfactory,"Prosperity Bank(FDIC,1br,inv=High Satisfactory,svc=Low Satisfactory)"
1124,Arkansas,AR,3628,survey-weighted,1,3,FARMERS & MERCHANTS BANK THE,1852126,FED,Low Satisfactory,-,"FARMERS & MERCHANTS BANK THE(FED,3br,inv=Low Satisfactory,svc=-)"
1125,Haywood,NC,3623,survey-weighted,1,2,HOMETRUST BANK,3409271,FED,Low Satisfactory,Low Satisfactory,"HOMETRUST BANK(FED,2br,inv=Low Satisfactory,svc=Low Satisfactory)"
1126,Chilton,AL,3622,survey-weighted,1,2,REGIONS BANK,151314000,FED,-,Low Satisfactory,"REGIONS BANK(FED,2br,inv=-,svc=Low Satisfactory)"
1130,Codington,SD,3615,survey-weighted,1,3,FIRST PREMIER BANK,3503723,FED,Low Satisfactory,-,"FIRST PREMIER BANK(FED,3br,inv=Low Satisfactory,svc=-)"
1131,Amherst,VA,3609,survey-weighted,1,1,Carter Bank & Trust,4446729,FDIC,Low Satisfactory,High Satisfactory,"Carter Bank & Trust(FDIC,1br,inv=Low Satisfactory,svc=High Satisfactory)"
1132,St. Mary Parish,LA,3605,survey-weighted,1,1,REGIONS BANK,151314000,FED,-,Low Satisfactory,"REGIONS BANK(FED,1br,inv=-,svc=Low Satisfactory)"
1135,Marion,IL,3595,survey-weighted,1,1,MIDLAND STATES BANK,7782095,FED,Low Satisfactory,Low Satisfactory,"MIDLAND STATES BANK(FED,1br,inv=Low Satisfactory,svc=Low Satisfactory)"
1137,Lawrence,IN,3589,survey-weighted,1,1,German American Bank,6144423,FDIC,Low Satisfactory,Low Satisfactory,"German American Bank(FDIC,1br,inv=Low Satisfactory,svc=Low Satisfactory)"
1140,Marshall,TN,3556,survey-weighted,1,1,FIRST FARMERS AND MERCHANTS BANK,1763096,FED,Low Satisfactory,Low Satisfactory,"FIRST FARMERS AND MERCHANTS BANK(FED,1br,inv=Low Satisfactory,svc=Low Satisfactory)"
1141,Adams,PA,3543,survey-weighted,1,10,ACNB Bank,2403350,FDIC,Low Satisfactory,Low Satisfactory,"ACNB Bank(FDIC,10br,inv=Low Satisfactory,svc=Low Satisfactory)"
1142,Boone,IN,3539,survey-weighted,1,1,FIRST FARMERS BANK & TRUST CO.,2298100,FED,Low Satisfactory,-,"FIRST FARMERS BANK & TRUST CO.(FED,1br,inv=Low Satisfactory,svc=-)"
1144,Chambers,TX,3534,survey-weighted,2,4,Prosperity Bank,38274790,FDIC,High Satisfactory,Low Satisfactory,"Prosperity Bank(FDIC,3br,inv=High Satisfactory,svc=Low Satisfactory); TEXAS FIRST BANK(FED,1br,inv=Low Satisfactory,svc=-)"
1145,Cheshire,NH,3530,survey-weighted,1,2,MASCOMA BANK,2886966,FED,-,Low Satisfactory,"MASCOMA BANK(FED,2br,inv=-,svc=Low Satisfactory)"
1146,Fayette,TX,3518,survey-weighted,1,4,Prosperity Bank,38274790,FDIC,High Satisfactory,Low Satisfactory,"Prosperity Bank(FDIC,4br,inv=High Satisfactory,svc=Low Satisfactory)"
1148,Shenandoah,VA,3511,survey-weighted,1,2,FIRST BANK AND TRUST COMPANY THE,3087425,FED,Low Satisfactory,Low Satisfactory,"FIRST BANK AND TRUST COMPANY THE(FED,2br,inv=Low Satisfactory,svc=Low Satisfactory)"
1150,Vernon,WI,3510,survey-weighted,1,3,ONE COMMUNITY BANK,2181049,FED,Low Satisfactory,Needs to Improve,"ONE COMMUNITY BANK(FED,3br,inv=Low Satisfactory,svc=Needs to Improve)"
1151,Upshur,TX,3509,survey-weighted,1,1,Prosperity Bank,38274790,FDIC,High Satisfactory,Low Satisfactory,"Prosperity Bank(FDIC,1br,inv=High Satisfactory,svc=Low Satisfactory)"
1154,Carroll,VA,3504,survey-weighted,2,2,Carter Bank & Trust,4446729,FDIC,Low Satisfactory,High Satisfactory,"Carter Bank & Trust(FDIC,1br,inv=Low Satisfactory,svc=High Satisfactory); FIRST COMMUNITY BANK(FED,1br,inv=-,svc=Low Satisfactory)"
1156,Houston,TX,3499,survey-weighted,1,2,Prosperity Bank,38274790,FDIC,High Satisfactory,Low Satisfactory,"Prosperity Bank(FDIC,2br,inv=High Satisfactory,svc=Low Satisfactory)"
1158,St. John the Baptist Parish,LA,3498,survey-weighted,1,1,REGIONS BANK,151314000,FED,-,Low Satisfactory,"REGIONS BANK(FED,1br,inv=-,svc=Low Satisfactory)"
1159,Pike,AL,3493,survey-weighted,1,1,REGIONS BANK,151314000,FED,-,Low Satisfactory,"REGIONS BANK(FED,1br,inv=-,svc=Low Satisfactory)"
1160,Little River,AR,3483,survey-weighted,1,1,FARMERS BANK & TRUST COMPANY,1621234,FED,Low Satisfactory,Low Satisfactory,"FARMERS BANK & TRUST COMPANY(FED,1br,inv=Low Satisfactory,svc=Low Satisfactory)"
1161,Logan,AR,3483,survey-weighted,2,2,Bank OZK,41606548,FDIC,Outstanding,Low Satisfactory,"Bank OZK(FDIC,1br,inv=Outstanding,svc=Low Satisfactory); FARMERS BANK & TRUST COMPANY(FED,1br,inv=Low Satisfactory,svc=Low Satisfactory)"
1163,St. Bernard Parish,LA,3482,survey-weighted,2,3,REGIONS BANK,151314000,FED,-,Low Satisfactory,"REGIONS BANK(FED,1br,inv=-,svc=Low Satisfactory); Gulf Coast Bank and Trust Company(FDIC,2br,inv=Low Satisfactory,svc=Low Satisfactory)"
1165,Stephens,OK,3475,survey-weighted,2,6,BancFirst,9485506,FDIC+FED,High Satisfactory,Low Satisfactory,"BancFirst(FDIC+FED,5br,inv=High Satisfactory,svc=Low Satisfactory); International Bank of Commerce(FDIC,1br,inv=Outstanding,svc=Low Satisfactory)"
1167,Shiawassee,MI,3467,survey-weighted,2,3,Horizon Bank,7621571,FDIC,Low Satisfactory,High Satisfactory,"Horizon Bank(FDIC,2br,inv=Low Satisfactory,svc=High Satisfactory); CHOICEONE BANK(FED,1br,inv=Low Satisfactory,svc=Low Satisfactory)"
1168,Ouachita,AR,3466,survey-weighted,1,3,FARMERS BANK & TRUST COMPANY,1621234,FED,Low Satisfactory,Low Satisfactory,"FARMERS BANK & TRUST COMPANY(FED,3br,inv=Low Satisfactory,svc=Low Satisfactory)"
1171,Grand Forks,ND,3461,survey-weighted,1,1,First International Bank & Trust,4876751,FDIC,Low Satisfactory,Low Satisfactory,"First International Bank & Trust(FDIC,1br,inv=Low Satisfactory,svc=Low Satisfactory)"
1172,Whiteside,IL,3459,survey-weighted,2,5,MIDLAND STATES BANK,7782095,FED,Low Satisfactory,Low Satisfactory,"MIDLAND STATES BANK(FED,3br,inv=Low Satisfactory,svc=Low Satisfactory); Morton Community Bank(FDIC,2br,inv=High Satisfactory,svc=Low Satisfactory)"
1174,Howard,TX,3436,survey-weighted,1,2,Prosperity Bank,38274790,FDIC,High Satisfactory,Low Satisfactory,"Prosperity Bank(FDIC,2br,inv=High Satisfactory,svc=Low Satisfactory)"
1179,Independence,AR,3402,survey-weighted,2,6,CENTENNIAL BANK,22808174,FED,-,Low Satisfactory,"CENTENNIAL BANK(FED,2br,inv=-,svc=Low Satisfactory); First Community Bank(FDIC,4br,inv=High Satisfactory,svc=Low Satisfactory)"
1180,Clark,AR,3402,survey-weighted,2,3,REGIONS BANK,151314000,FED,-,Low Satisfactory,"REGIONS BANK(FED,1br,inv=-,svc=Low Satisfactory); Bank OZK(FDIC,2br,inv=Outstanding,svc=Low Satisfactory)"
1182,Ottawa,OH,3395,survey-weighted,1,1,CIVISTA BANK,3006039,FED,-,Low Satisfactory,"CIVISTA BANK(FED,1br,inv=-,svc=Low Satisfactory)"
1184,Garfield,CO,3389,survey-weighted,1,2,Bank of Colorado,7572545,FDIC,Low Satisfactory,High Satisfactory,"Bank of Colorado(FDIC,2br,inv=Low Satisfactory,svc=High Satisfactory)"
1185,DeKalb,IN,3387,survey-weighted,2,3,Horizon Bank,7621571,FDIC,Low Satisfactory,High Satisfactory,"Horizon Bank(FDIC,2br,inv=Low Satisfactory,svc=High Satisfactory); LAKE CITY BANK(FED,1br,inv=Low Satisfactory,svc=-)"
1186,LaGrange,IN,3387,survey-weighted,2,3,Horizon Bank,7621571,FDIC,Low Satisfactory,High Satisfactory,"Horizon Bank(FDIC,1br,inv=Low Satisfactory,svc=High Satisfactory); LAKE CITY BANK(FED,2br,inv=Low Satisfactory,svc=-)"
1190,Halifax,VA,3375,survey-weighted,1,2,Carter Bank & Trust,4446729,FDIC,Low Satisfactory,High Satisfactory,"Carter Bank & Trust(FDIC,2br,inv=Low Satisfactory,svc=High Satisfactory)"
1193,Knox,IN,3353,survey-weighted,2,4,REGIONS BANK,151314000,FED,-,Low Satisfactory,"REGIONS BANK(FED,2br,inv=-,svc=Low Satisfactory); German American Bank(FDIC,2br,inv=Low Satisfactory,svc=Low Satisfactory)"
1194,Dickson,TN,3344,survey-weighted,1,1,FIRST FARMERS AND MERCHANTS BANK,1763096,FED,Low Satisfactory,Low Satisfactory,"FIRST FARMERS AND MERCHANTS BANK(FED,1br,inv=Low Satisfactory,svc=Low Satisfactory)"
1195,Newberry,SC,3338,survey-weighted,1,2,First Community Bank,1735147,FDIC,Low Satisfactory,Low Satisfactory,"First Community Bank(FDIC,2br,inv=Low Satisfactory,svc=Low Satisfactory)"
1197,Jones,GA,3333,survey-weighted,1,1,Pinnacle Bank,2130759,FDIC,Low Satisfactory,High Satisfactory,"Pinnacle Bank(FDIC,1br,inv=Low Satisfactory,svc=High Satisfactory)"
1198,Lawrence,MO,3327,survey-weighted,2,2,SIMMONS BANK,26749112,FED,-,Low Satisfactory,"SIMMONS BANK(FED,1br,inv=-,svc=Low Satisfactory); Great Southern Bank(FDIC,1br,inv=High Satisfactory,svc=Low Satisfactory)"
1199,Graves,KY,3319,survey-weighted,2,2,REGIONS BANK,151314000,FED,-,Low Satisfactory,"REGIONS BANK(FED,1br,inv=-,svc=Low Satisfactory); INDEPENDENCE BANK OF KENTUCKY(FED,1br,inv=-,svc=Low Satisfactory)"
1201,Ottawa,OK,3309,survey-weighted,1,1,International Bank of Commerce,1548823,FDIC,Outstanding,Low Satisfactory,"International Bank of Commerce(FDIC,1br,inv=Outstanding,svc=Low Satisfactory)"
1202,Madison,NE,3307,survey-weighted,2,3,EQUITY BANK,3862184,FED,Low Satisfactory,Low Satisfactory,"EQUITY BANK(FED,2br,inv=Low Satisfactory,svc=Low Satisfactory); CORNERSTONE BANK(FED,1br,inv=-,svc=Low Satisfactory)"
1204,Carroll,NH,3305,survey-weighted,1,3,BANK OF NEW HAMPSHIRE,2583718,FED,Low Satisfactory,-,"BANK OF NEW HAMPSHIRE(FED,3br,inv=Low Satisfactory,svc=-)"
1205,Kleberg,TX,3300,survey-weighted,1,1,Prosperity Bank,38274790,FDIC,High Satisfactory,Low Satisfactory,"Prosperity Bank(FDIC,1br,inv=High Satisfactory,svc=Low Satisfactory)"
1206,Suwannee,FL,3296,survey-weighted,1,1,Ameris Bank,23591556,FDIC,High Satisfactory,Low Satisfactory,"Ameris Bank(FDIC,1br,inv=High Satisfactory,svc=Low Satisfactory)"
1207,Jefferson,IL,3295,survey-weighted,1,1,Banterra Bank,2726883,FDIC,Low Satisfactory,Low Satisfactory,"Banterra Bank(FDIC,1br,inv=Low Satisfactory,svc=Low Satisfactory)"
1208,Pickens,GA,3295,survey-weighted,2,2,REGIONS BANK,151314000,FED,-,Low Satisfactory,"REGIONS BANK(FED,1br,inv=-,svc=Low Satisfactory); Bank OZK(FDIC,1br,inv=Outstanding,svc=Low Satisfactory)"
1209,Bradford,PA,3294,survey-weighted,3,17,CHEMUNG CANAL TRUST COMPANY,2649923,FED,Low Satisfactory,-,"CHEMUNG CANAL TRUST COMPANY(FED,2br,inv=Low Satisfactory,svc=-); Citizens & Northern Bank(FDIC,6br,inv=Low Satisfactory,svc=Low Satisfactory); FIRST CITIZENS COMMUNITY BANK(FED,9br,inv=Low Satisfactory,svc=-)"
1210,McCurtain,OK,3288,survey-weighted,1,2,FARMERS BANK & TRUST COMPANY,1621234,FED,Low Satisfactory,Low Satisfactory,"FARMERS BANK & TRUST COMPANY(FED,2br,inv=Low Satisfactory,svc=Low Satisfactory)"
1214,Montgomery,NY,3270,survey-weighted,1,1,BROOKLINE BANK,4966140,FED,Low Satisfactory,Low Satisfactory,"BROOKLINE BANK(FED,1br,inv=Low Satisfactory,svc=Low Satisfactory)"
1215,Logan,WV,3266,survey-weighted,1,1,FIRST COMMUNITY BANK,3213604,FED,-,Low Satisfactory,"FIRST COMMUNITY BANK(FED,1br,inv=-,svc=Low Satisfactory)"
1216,Marion,MS,3256,survey-weighted,1,1,BankPlus,7790270,FDIC,Outstanding,Low Satisfactory,"BankPlus(FDIC,1br,inv=Outstanding,svc=Low Satisfactory)"
1217,Kendall,TX,3253,survey-weighted,4,5,CENTENNIAL BANK,22808174,FED,-,Low Satisfactory,"CENTENNIAL BANK(FED,1br,inv=-,svc=Low Satisfactory); Jefferson Bank(FDIC,1br,inv=Low Satisfactory,svc=Outstanding); TEXAS REGIONAL BANK(FED,1br,inv=Low Satisfactory,svc=-); Security State Bank & Trust(FDIC,2br,inv=Low Satisfactory,svc=High Satisfactory)"
1218,Limestone,AL,3249,survey-weighted,2,4,REGIONS BANK,151314000,FED,-,Low Satisfactory,"REGIONS BANK(FED,1br,inv=-,svc=Low Satisfactory); BANK INDEPENDENT(FED,3br,inv=Low Satisfactory,svc=-)"
1220,Union,MS,3248,survey-weighted,1,1,REGIONS BANK,151314000,FED,-,Low Satisfactory,"REGIONS BANK(FED,1br,inv=-,svc=Low Satisfactory)"
1222,Kendall,IL,3247,survey-weighted,1,2,MIDLAND STATES BANK,7782095,FED,Low Satisfactory,Low Satisfactory,"MIDLAND STATES BANK(FED,2br,inv=Low Satisfactory,svc=Low Satisfactory)"
1224,Livingston,NY,3235,survey-weighted,1,3,Tompkins Community Bank,7842153,FDIC,Low Satisfactory,High Satisfactory,"Tompkins Community Bank(FDIC,3br,inv=Low Satisfactory,svc=High Satisfactory)"
1227,Calaveras,CA,3231,MODELED,1,1,Bank of Stockton,4320510,FDIC,Low Satisfactory,High Satisfactory,"Bank of Stockton(FDIC,1br,inv=Low Satisfactory,svc=High Satisfactory)"
1231,Cerro Gordo,IA,3222,survey-weighted,2,3,BANK IOWA,2117855,FED,Low Satisfactory,Low Satisfactory,"BANK IOWA(FED,1br,inv=Low Satisfactory,svc=Low Satisfactory); FIRST CITIZENS BANK(FED,2br,inv=Low Satisfactory,svc=Low Satisfactory)"
1234,Kay,OK,3217,survey-weighted,3,11,BancFirst,9485506,FDIC+FED,High Satisfactory,Low Satisfactory,"BancFirst(FDIC+FED,2br,inv=High Satisfactory,svc=Low Satisfactory); RCB BANK(FED,5br,inv=Low Satisfactory,svc=Low Satisfactory); EQUITY BANK(FED,4br,inv=Low Satisfactory,svc=Low Satisfactory)"
1235,Lawrence,AL,3207,survey-weighted,1,3,BANK INDEPENDENT,2814773,FED,Low Satisfactory,-,"BANK INDEPENDENT(FED,3br,inv=Low Satisfactory,svc=-)"
1239,Edgecombe,NC,3196,survey-weighted,1,2,Southern Bank and Trust Company,4758607,FDIC,High Satisfactory,Low Satisfactory,"Southern Bank and Trust Company(FDIC,2br,inv=High Satisfactory,svc=Low Satisfactory)"
1240,Lyon,KS,3192,survey-weighted,1,1,EQUITY BANK,3862184,FED,Low Satisfactory,Low Satisfactory,"EQUITY BANK(FED,1br,inv=Low Satisfactory,svc=Low Satisfactory)"
1241,Montgomery,KS,3192,survey-weighted,2,3,RCB BANK,3899432,FED,Low Satisfactory,Low Satisfactory,"RCB BANK(FED,1br,inv=Low Satisfactory,svc=Low Satisfactory); EQUITY BANK(FED,2br,inv=Low Satisfactory,svc=Low Satisfactory)"
1243,Cassia,ID,3176,survey-weighted,2,5,D. L. Evans Bank,3071088,FDIC,Low Satisfactory,High Satisfactory,"D. L. Evans Bank(FDIC,4br,inv=Low Satisfactory,svc=High Satisfactory); The Bank of Commerce(FDIC,1br,inv=Low Satisfactory,svc=High Satisfactory)"
